StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff,booth_info
,Overseas,All,,,Australian Embassy,Current,"SERBIA, Belgrade","8th Floor Vladimira Popovica 38-40, New Belgrade 11070, SERBIA",,,,,,,,,,,,,44.807189,20.4349922,,,,,,,"phone: +381 11 3303 400, fax: +381 11 3303 409, web: http://www.serbia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"LEBANON, Beirut","Embassy Complex, Serail Hill, Downtown Beirut, LEBANON",,,,,,,,,,,,,33.8886289,35.4954794,,,,,,,"phone: +961 1 960 600, fax: +961 1 960 601, web: http://www.lebanon.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"GERMANY, Berlin","Wallstrasse 76-79, Berlin 10179, GERMANY",,,,,,,,,,,,,52.512286,13.4097328,,Full,,,,,"U MŠrkisches Museum - phone: +49 30 880 088-0, fax: +49 30 880 088-238, web: http://www.germany.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"COLUMBIA, Bogota","Av. carrera 9 No. 115-06, oficina 2003, Bogota, COLUMBIA",,,,,,,,,,,,,4.693252,-74.034555,,,,,,,"phone: (57 1) 657 8714    , fax: , web: http://www.dfat.gov.au/missions/countries/co.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BRAZIL, Brasilia","Ses Quadra 801, Conjunto K, Lote 7, Brasilia DF 70200-010, BRAZIL",,,,,,,,,,,,,-15.8029734,-47.8769055,,,,,,,"phone: +55 61 3226 3111, fax: +55 61 3226 1112, web: http://www.brazil.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BELGIUM, Brussels","Avenue des Arts, Kunstlaan 56, Brussels 1000, BELGIUM",,,,,,,,,,,,,50.841096,4.366756,,,,,,,"phone: +32 2 286 0500, fax: +32 2 286 0576, web: http://www.belgium.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"ARGENTINA, Buenos Aires","Villanueva 1400, Buenos Aires,C1426BMJ, ARGENTINA",,,,,,,,,,,,,-34.5642525,-58.443625,,,,,,,"phone: +54 11 4779 3500, fax: +54 11 4779 3581, web: http://www.argentina.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"INDIA, Chennai","9th Floor, Express Chambers, Express Ave Estate, Whites Rd, Royapettah Chennai 600 002, Tamil Nadu, INDIA",,,,,,,,,,,,,13.0507297,80.2683718,,,,,,,"phone: +91 44 4592 1300, fax: +91 44 4592 1320, web: www.dfat.gov.au/missions/countries/ioch, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, Chicago","123 North Wacker Drive, Suite 1330, Chicago IL 60606, USA",,,,,,,,,,,,,41.8841842,-87.6366169,,,,,,,"phone: +1 312 419 1480, fax: +1 312 419 1499, web: http://www.usa.embassy.gov.au/whwh/ChicagoCG.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SRI LANKA, Colombo","21 Srimath RG Senanayake Mawatha, Colombo 7, SRI LANKA",,,,,,,,,,,,,6.909803,79.868697,,,,,,,"phone: +94 11 246 3200, fax: +94 11 268 6453, web: http://www.srilanka.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"DENMARK, Copenhagen","Dampfaergevej 26, 2nd Floor, Copenhagen DK-2100, DENMARK",,,,,,,,,,,,,55.6998448,12.5954832,,,,,,,"phone: +45 7026 3676, fax: +45 7026 3686, web: http://www.denmark.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"TIMOR-LESTE, Dili","Avenida dos Matires da Patria, Dili, EAST TIMOR",,,,,,,,,,,,,-8.553804,125.558129,,,,,,,"phone: +670 3322 111, fax: +670 3322 247, web: http://www.timorleste.embassy.gov.au/dili/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"QATAR, Doha","21st Floor, Tornado Tower, Majlis Al Taawon St, Doha, QATAR",,,,,,,,,,,,,25.319361,51.527997,,,,,,,
,Overseas,All,,,Australian Consulate General,Current,"UNITED ARAB EMIRATES, Dubai","Level 25, Burjuman Business Tower, Sheikh Khalifa Bin Zayed Road, Dubai, UNITED ARAB EMIRATES",,,,,,,,,,,,,25.271139,55.307485,,,,,,,"phone: +971 4 5087 100, fax: +971 4 3551 547, web: http://www.dfat.gov.au/missions/countries/aedu.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"IRELAND, Dublin","Level 3, 47-49 St Stephen's Green, Dublin 2, D02 W634, Ireland",,,,,,,,,,,,,53.337628,-6.25579,,,,,,,"phone: +353 1 664 5300, fax: +353 1 678 5185, web: http://www.ireland.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"SWITZERLAND, Geneva","Chemins des Fins 2, Case Postale 172, 1211 Geneva 19, SWITZERLAND",,,,,,,,,,,,,46.226329,6.124061,,,,,,,"phone: +41 22 799 9100, fax: +41 22 799 9178, web: http://www.geneva.mission.gov.au/"
,Overseas,All,,,Australian Consulate General,Current,"CHINA, Guangzhou","12th Floor, Development Centre, No. 3 Linjiang Road, Zhujiang New City, Guangzhou 510623, CHINA",,,,,,,,,,,,,23.1206008,113.3283946,,,,,,,"phone: +86 20 3814 0111, fax: +86 20 3814 0112, web: http://www.guangzhou.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"VIETNAM, Hanoi","8 Dao Tan Street, Ba Dinh District, Hanoi, VIETNAM",,,,,,,,,,,,,21.0358515,105.8260943,,,,,,,"phone: +84 4 3774 0100, fax: +84 4 3774 0111, web: http://www.vietnam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"ZIMBABWE, Harare","1 Green Close, Borrowdale, Harare, ZIMBABWE",,,,,,,,,,,,,-17.7626593,31.0868326,,,,,,,"phone: +263 4 853 235 55, fax: +263 4 870 566, web: http://www.zimbabwe.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"VIETNAM, Ho Chi Minh City","20th Floor, Vincom Centre, 47 Ly Tu Trong St, District 1, Ho Chi Minh City, VIETNAM",,,,,,,,,,,,,10.8230989,106.6296638,,,,,,,"phone: +84 8 3521 8100, fax: +84 8 3521 8101, web: http://www.hcmc.vietnam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"HONG KONG - CHINA, Hong Kong","23/F Harbour Centre, 25 Harbour Road, Wan Chai, Hong Kong, CHINA",,,,,,,,,,,,,22.2810934,114.1756115,,,,,,,"phone: +852 2827 8881, fax: +852 2585 4457, web: http://www.hongkong.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SOLOMON ISLANDS, Honiara","Cnr Hibiscus Ave & Mud Alley, Honiara, SOLOMON ISLANDS",,,,,,,,,,,,,-9.430384,159.9483229,,,,,,,"phone: +677 21 561, fax: +677 23 691, web: http://www.solomonislands.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, Honolulu","Penthouse, 1000 Bishop Street, Honolulu 96813, USA",,,,,,,,,,,,,21.3088874,-157.8613924,,,,,,,"phone: +1 808 529 8100, fax: +1 808 529 8142, web: www.usa.embassy.gov.au, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"TURKEY, Istanbul","Unit 144-143A Level 16, Suzer Plaza Askerocagi Caddesi, No 15 Elmadag Taksim Istanbul 34367, TURKEY",,,,,,,,,,,,,41.0458758,28.9848837,,,,,,,"phone: +90 212 243 1333, fax: +90 212 243 1332, web: http://www.dfat.gov.au/missions/countries/tris.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"INDONESIA, Jakarta","Jalan H.R.Rasuna Said Kav C 15-16, Jakarrta Selatan 12940, INDONESIA",,,,,,,,,,,,,-6.217932,106.831991,,,,,,,"phone: +62 21 2550 5555, fax: +62 21 2552 7101, web: http://www.indonesia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"NEPAL, Kathmandu","Bansbari, Kathmandu, NEPAL",,,,,,,,,,,,,27.7427638,85.3433404,,,,,,,"phone: +977 1 437 1678, fax: +977 1 437 1533, web: http://www.nepal.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"MALAYSIA, Kuala Lumpur","6 Jalan Yap Kwan Seng, Kuala Lumpur 50450, MALAYSIA",,,,,,,,,,,,,3.16223,101.71328,,,,,,,"phone: +60 3 2146 5555, fax: +60 3 2141 5773, web: www.malaysia.highcommission.gov.au, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"KUWAIT, Kuwait","Dar Al-Awadi Building 12th Floor, Ahmed Al-Jaber Street, Sharq, KUWAIT",,,,,,,,,,,,,29.3817213,47.9866266,,,,,,,"phone: +965 232 2422, fax: +965 232 2430, web: http://www.kuwait.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"PERU, Lima","Av. La Paz 1049, Piso 10, Miraflores, Lima 18, PERU",,,,,,,,,,,,,-12.126993,-77.0269995,,,,,,,"phone: +51 1 630 0500, fax: +51 1 630 0520, web: http://www.embassy.gov.au/peru/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"PORTUGAL, Lisbon","Avenida da Liberdade 200,2nd Floor, Lisbon 1250-147, PORTUGAL",,,,,,,,,,,,,38.721486,-9.1461711,,,,,,,"phone: +351 21310 1500, fax: +351 21310 1555, web: http://www.portugal.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"UK, London","Australia House, The Strand, London WC 2B 4LA, UNITED KINGDOM",,,,,,,,,,,,,51.5129156,-0.1156948,,,,,,,"phone: +44 20 7379 4334, fax: +44 20 7240 5333, web: http://www.uk.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, Los Angeles","Century Plaza Towers, 31st Floor, 2029 Century Park East Century City, Los Angeles CA90067, USA",,,,,,,,,,,,,34.0588889,-118.4133333,,,,,,,"phone: +1 310 229 2300, fax: +1 310 229 2380, web: http://losangeles.consulate.gov.au, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"SPAIN, Madrid","Torre Espacio Paseo de la Castellana, 259D Planta 24, Madrid 28046, SPAIN",,,,,,,,,,,,,40.4731818,-3.6864121,,,,,,,"phone: +34 91 353 6600, fax: +34 91 353 6692, web: http://www.spain.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"MALTA, Malta","Ta'Xbiex Terrace, TA'XBIEX XBX 1034, MALTA",,,,,,,,,,,,,35.9020848,14.4959342,,,,,,,"phone: +356 21338 201, fax: +356 21344 059, web: http://www.malta.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"PHILIPPINES, Manila","Level 23 Tower 2, RCBC Plaza,, 6819 Ayala Avenue / Makati City, Manila, PHILIPPINES",,,,,,,,,,,,,14.5995124,120.9842195,,,,,,,"phone: +63 2 7578 100, fax: +63 2 7578 268, web: http://www.philippines.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"MEXICO, Mexico City","Ruben Dario 55,, Col. Polanco, Mexico City 11580, MEXICO",,,,,,,,,,,,,19.4296144,-99.1830378,,,,,,,"phone: +52 55 1101 2200, fax: +52 55 1101 2201, web: http://www.mexico.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"ITALY, Milan","3rd Floor Via Borgogna 2, Milan 20122, ITALY",,,,,,,,,,,,,45.4657468,9.1989629,,,,,,,"phone: +39 02 7767 4200, fax: +39 02 7767 4242, web: http://www.dfat.gov.au/missions/countries/itmi.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"RUSSIA FEDERATION, Moscow","10A/2 Podkolokolny Pereulok, Moscow 109028, RUSSIA",,,,,,,,,,,,,55.752592,37.642366,,,,,,,"phone: +7 495 956 6070, fax: +7 495 956 6170, web: http://www.russia.embassy.gov.au/"
,Overseas,All,,,Australian Consulate General,Current,"INDIA, Mumbai","Crescenzo Building, Level 10, A Wing, Opp MCA Cricket Club, G Block, Plot C 38-39, Bandra Kurla Complex, Mumbai 400 051, INDIA",,,,,,,,,,,,,19.061035,72.867895,,,,,,,
,Overseas,All,,,Australian High Commission,Current,"KENYA, Nairobi","Riverside Drive, 400m off Chiromo Rd, Nairobi, KENYA",,,,,,,,,,,,,-1.269743,36.7940217,,,,,,,"phone: +254 20 4277 100, fax: +254 20 4277 139, web: http://www.kenya.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"NAURU, Nauru",Location TBA - Contact DFAT,,,,,,,,,,,,,-0.527114,166.935086,,,,,,,
,Overseas,All,,,Australian High Commission,Current,"INDIA, New Delhi","No.1/50 G Shantipath, Chanakyapuri New Delhi 110 021, INDIA",,,,,,,,,,,,,28.5866478,77.1852369,,,,,,,"phone: +91 11 4139 9900, fax: +91 11 2687 2228, web: http://www.india.highcommission.gov.au/ndli/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, New York","150 East 42nd Street, 34th Floor, New York NY 10017-5612, USA",,,,,,,,,,,,,40.7510214,-73.9753715,,,,,,,"phone: +1 212 351 6500, fax: +1 212 351 6501, web: http://www.austrade.gov.au/Austrade-s-offices-in-the-United-States-of-America/default.aspx, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"TONGA, Nuku'alofa","Salote Road, Nuku'Alofa, TONGA",,,,,,,,,,,,,-21.1356104,-175.1968757,,,,,,,"phone: +676 23244, fax: +676 23243, web: http://www.tonga.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"CANADA, Ottawa","Suite 710, 50 O'Connor Street, Ottawa Ontario K1P 6L2, CANADA",,,,,,,,,,,,,45.421196,-75.6987537,,,,,,,"phone: +1 613 236 0841, fax: +1 613 236 4376, web: http://www.canada.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"FRANCE, Paris","4 Rue Jean Rey, Paris 75015 Cedex 15, FRANCE",,,,,,,,,,,,,48.8553125,2.2899172,,,,,,,"phone: +33 01 4059 3300, fax: +33 01 4059 3315, web: http://www.france.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CAMBODIA, Phnom Pehn","16B National Assembly St, Sangkat Tonle Bassac Khan Chamkamon, Phnom Pehn, CAMBODIA",,,,,,,,,,,,,11.5545192,104.935335,,,,,,,"phone: +855 23 213 470, fax: +855 23 213 413, web: http://www.cambodia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"MICRONESIA, Pohnpei","H&E Enterprises Building, Kolonia, Pohnpei, MICRONESIA",,,,,,,,,,,,,6.9608,158.208795,,,,,,,"phone: +691 320 5448, fax: +691 320 5449, web: http://www.fsm.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"PAPUA NEW GUINEA, Port Morseby","Godwit Road, Waigani NCD, Port Moresby, PAPUA NEW GUINEA",,,,,,,,,,,,,-9.436825,147.188838,,,,,,,
,Overseas,All,,,Australian High Commission,Current,"TRINIDAD AND TOBAGO, Port of Spain","18 Herbert St, St. Clair, Port of Spain, TRINIDAD AND TOBAGO",,,,,,,,,,,,,10.6639116,-61.5209629,,,,,,,"phone: +1 868 628 0695, fax: +1 868 622 0659, web: http://www.trinidadandtobago.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"VANUATU, Port Vila","Winston Churchill Ave, Port Vila, VANUATU",,,,,,,,,,,,,-17.734818,168.3220289,,,,,,,"phone: +678 22777, fax: +678 23948, web: http://www.vanuatu.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SOUTH AFRICA, Pretoria","292 Orient Street, Arcadia, Pretoria 0083, SOUTH AFRICA",,,,,,,,,,,,,-25.7463171,28.2250127,,,,,,,"phone: +27 12 423 6000, fax: +27 12 342 8442, web: http://www.southafrica.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"ITALY, Rome","Via Antonio Bosio 5, Rome 00161, ITALY",,,,,,,,,,,,,41.9166283,12.5137851,,,,,,,"phone: +39 06 852 721, fax: +39 06 852 72300, web: http://www.italy.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"USA, San Francisco","575 Market St, Suite 1800, San Francisco CA 94105, USA",,,,,,,,,,,,,37.7895556,-122.4003611,,,,,,,"phone: +1 415 644 3620, fax: +1 415 536 1982, web: http://www.dfat.gov.au/missions/countries/ussf.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CHILE, Santiago","Isidora Goyenechea 3621,12 & 13 Flrs, Las Condes, Santiago de Chile, CHILE",,,,,,,,,,,,,-33.4116667,-70.55,,,,,,,"phone: +56 2 550 3500, fax: +56 2 331 5960, web: http://www.chile.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"BRAZIL, Sao Paulo","Alameda Santos,700,9th Floor Unit 92, Edifico Trianon Corporate, Cerqueira Cesar 01418-100, Sao Paulo BRAZIL",,,,,,,,,,,,,-23.5651575,-46.6542406,,,,,,,"phone: +55 11 2112 6200, fax: +55 11 3171 2889, web: http://www.dfat.gov.au/missions/countries/brsa.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"REPUBLIC OF KOREA, Seoul","19th Fl, Kyobo Building, 1 Jongro, Jongno-Gu, Seoul 03154 Republic of Korea",,,,,,,,,,,,,37.570916,126.978044,,,,,,,
,Overseas,All,,,Australian Consulate General,Current,"CHINA, Shanghai","Level 22, Citic Square, 1168 Nanjing West Road, Shanghai 200041, CHINA",,,,,,,,,,,,,31.22638,121.452433,,,,,,,"phone: +86 21 2215 5200, fax: +86 21 2215 5252, web: http://www.shanghai.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SINGAPORE, Singapore","25 Napier Road, Singapore 258507, SINGAPORE",,,,,,,,,,,,,1.305331,103.819227,,,,,,,"phone: +65 6836 4100, fax: +65 6737 7465, web: www.australia.org.sg, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"SWEDEN, Stockholm","Klarabergsvidadukten 63, 8 Floor, Stockholm, SWEDEN",,,,,,,,,,,,,59.32893,18.06491,,,,,,,"phone: +46 8 613 2900, fax: +46 8 613 2982, web: http://www.sweden.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"FIJI, Suva","37 Princes Road, Tamavua, Suva, FIJI",,,,,,,,,,,,,-18.0944261,178.4461954,,,,,,,"phone: +679 338 2211, fax: +679 338 2065, web: http://www.fiji.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Commerce and Industry,Current,"TAIWAN, Taipei","The President International Tower, 27-28th Floors No 9-11, Song Gao Road, Taipei, TAIWAN",,,,,,,,,,,,,25.091075,121.5598345,,,,,,,"phone: +886 2 8725 4100, fax: +886 2 8789 9599, web: http://www.australia.org.tw/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"KIRIBATI, Tarawa","Bairiki, Tarawa, KIRIBATI",,,,,,,,,,,,,1.3290526,172.9790528,,,,,,,"phone: +686 21 184, fax: +686 21 904, web: http://www.kiribati.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"ISRAEL, Tel Aviv","Bank Discount Tower, 28th Floor, 23 Yehuda Halevi St., Tel Aviv 6513601, ISRAEL",,,,,,,,,,,,,32.061689,34.770457,,,,,,,
,Overseas,All,,,Australian Embassy,Current,"NETHERLANDS, The Hague","Carnegielaan 4, The Hague 2517 KH, NETHERLANDS",,,,,,,,,,,,,52.0854225,4.2937286,,,,,,,"phone: +31 70 310 8200, fax: +31 70 310 8250, web: http://www.netherlands.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"JAPAN, Tokyo","2-1-14 Mita, Minato-ku, Tokyo 108-8361, JAPAN",,,,,,,,,,,,,35.651132,139.7444262,,Assisted,,,,,"phone: +81 3 5232 4111, fax: +81 3 5232 4149, web: http://www.australia.or.jp/en/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CANADA, Toronto","Suite 1100 South Tower, 175 Bloor Street, East, Toronto Ontario M4W 3R8, CANADA",,,,,,,,,,,,,43.6709598,-79.3829059,,,,,,,"phone: +1 416 323 4280, fax: +1 416 323 4295, web: http://www.dfat.gov.au/missions/countries/cato.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"MONGOLIA, Ulaanbaatar","Level 20, Shangri-La Centre, 19A Olympic Street, Sukhbaatar District-1, Ulaanbaatar 14241, Mongolia",,,,,,,,,,,,,47.912874,106.9204,,,,,,,"phone: +976 7013 3001, fax: +976 7013 3014, web: www.austrade.gov.au/mongolia, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CANADA, Vancouver","Suite 2050, 1075 West Georgia St, Vancouver BC V6E 3C9, CANADA",,,,,,,,,,,,,49.285208,-123.122308,,,,,,,"phone: +1 604 684 1177, fax: +1 604 684 1856, web: http://www.dfat.gov.au/missions/countries/cava.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"AUSTRIA, Vienna","Mattiellistrasse 2-4, Vienna A-1040, AUSTRIA",,,,,,,,,,,,,48.198421,16.3726928,,,,,,,"phone: +43 1 506 740, fax: +43 1 504 1178, web: http://www.austria.embassy.gov.au/vien/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"LAOS, Vientiane","KM4 Thadeua Road, Watnak Village Sisattanak District, Vientiane, LAOS PDR",,,,,,,,,,,,,17.935076,102.617484,,,,,,,"phone: +856 21 353 800, fax: +856 21 353 801, web: http://www.laos.embassy.gov.au/vtan/home.html"
,Overseas,All,,,Australian Embassy,Current,"POLAND, Warsaw","ul. Nowogrodzka 11, Warsaw 00-513, POLAND",,,,,,,,,,,,,52.2298303,21.0176206,,,,,,,"phone: +48 22 5213 444, fax: +48 22 6273 500, web: http://www.australia.pl/wsaw/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"USA, Washington","1601 Massachusetts Ave, Washington DC NW 20036-2273, USA",,,,,,,,,,,,,38.9076502,-77.0370427,,,,,,,"phone: +1 202 797 3000, fax: +1 202 797 3168, web: http://www.usa.embassy.gov.au/whwh/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"NEW ZEALAND, Wellington","72-76 Hobson Street, Thorndon, Wellington, NEW ZEALAND",,,,,,,,,,,,,-41.2714314,174.7809421,,,,,,,"phone: +64 4 473 6411, fax: +64 4 498 7103, web: http://www.newzealand.embassy.gov.au/wltn/home.html, exact latitude/longitude not provided by AEC"
