StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff
"4","QLD","Brisbane","156","4","Ashgrove West (Brisbane)","Current","Ashgrove State School","31 Glory St","","","ASHGROVE","QLD","4060","55316","State School","31 Glory St","ASHGROVE","","","Front entry from Glory St Back entry from Otonga Rd","-27.4476000","152.9770000","3113214","Assisted","1069","0","3","0"
"4","QLD","Brisbane","156","4","Brisbane City (Brisbane)","Current","Primary Industries Building","80 Ann Street","","","BRISBANE","QLD","4000","5566","Primary Industries Building","80 Ann St","BRISBANE CITY","","","Venue in Brisbane CBD. Details to be con firmed.","-27.4688591","153.0225778","3110512","Assisted","2057","82","16","1"
"4","QLD","Brisbane","156","4","Clayfield","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Brisbane","156","4","Clayfield Central","Appointment","Clayfield College","23 Gregory St"," ","","CLAYFIELD","QLD","4011","83407","Clayfield College Assembly Hall","23 Gregory St   ","CLAYFIELD","","","","-27.4190191","153.0509757","3112222","Assisted","1523","0","4","0"
"4","QLD","Brisbane","156","4","Clayfield East","Appointment","Bar Jai Community Centre","178 Alexandra Rd","","","CLAYFIELD","QLD","4011","6029","Bar Jai Community Centre","178 Alexandra Rd","CLAYFIELD","","","Alexandra Rd Haig St","-27.4189000","153.0580000","3112220","Assisted","1071","199","3","2"
"4","QLD","Brisbane","156","4","Clayfield West","Current","St Mark's Anglican Church","Cnr Bellevue Tce & Bonney Ave","","","CLAYFIELD","QLD","4011","6030","St Mark's Anglican Church","Cnr Bellevue Tce & Bonney Ave","CLAYFIELD","","","Bellevue Tce Bonney Ave","-27.4222000","153.0480000","3112221","Full","1954","262","5","3"
"4","QLD","Brisbane","156","4","Dorrington","Current","Oakleigh State School","47 Buxton St","","","ASHGROVE","QLD","4060","5171","State School Hall","47 Buxton St","ASHGROVE","","","Asbourne St and Tweed St Buxton St","-27.4364697","152.9854774","3113225","Full","1073","151","3","2"
"4","QLD","Brisbane","156","4","Enoggera","Current","St John's Anglican Church Hall","185 Wardell St","","","ENOGGERA","QLD","4051","5174","Church Hall","187 Wardell St","ENOGGERA","","","Peters St Wardell St","-27.4294000","152.9900000","3109809","Assisted","1803","292","5","3"
"4","QLD","Brisbane","156","4","Fortitude Valley","Current","PCYC Police Citizens Youth Club","458 Wickham Street","","","FORTITUDE VALLEY","QLD","4006","5576","PCYC Police Citizens Youth Club","458 Wickham St","FORTITUDE VALLEY","","","","-27.4535410","153.0371300","3110602","Assisted","1843","507","5","5"
"4","QLD","Brisbane","156","4","Gaythorne (Brisbane)","Current","Mitchelton & Districts Senior Citizens Centre","30 Tel-El-Kebir St","","","MITCHELTON","QLD","4053","5177","Mitchelton & Districts Senior Citizens Centre","30 Tel-El-Kebir St","MITCHELTON","","","Tel-El-Kebir St","-27.4163073","152.9773718","3110103","Assisted","396","0","2","0"
"4","QLD","Brisbane","156","4","Gordon Park","Current","St Carthages Church Hall","115 Beaconsfield Tce","","","GORDON PARK","QLD","4031","38318","St Carthage's Church Hall","115 Beaconsfield Tce","GORDON PARK","","","Beaconsfield Tce","-27.4176000","153.0250000","3103131","Assisted","1717","121","5","2"
"4","QLD","Brisbane","156","4","Grange","Appointment","Wilston State School","11 Primrose St","","","GRANGE","QLD","4051","5203","State School Hall","11 Primrose St","GRANGE","","","Inglis St Primrose St and Thomas St","-27.4281000","153.0150000","3112305","Assisted","3494","268","9","3"
"4","QLD","Brisbane","156","4","Hamilton","Current","St Augustines Anglican Church","56 Racecourse Rd","","","HAMILTON","QLD","4007","6034","St Augustine's Anglican Church","56 Racecourse Rd","HAMILTON","","","Racecourse Rd","-27.4370000","153.0640000","3112409","Assisted","2621","405","7","4"
"4","QLD","Brisbane","156","4","Hendra","Current","St Johns Anglican Church Hall","12 Burilda St","","","HENDRA","QLD","4011","6035","St John's Anglican Church Hall","12 Burilda St","HENDRA","","","Burilda St","-27.4192000","153.0690000","3112512","Assisted","2042","196","6","2"
"4","QLD","Brisbane","156","4","Ithaca Creek","Current","Ithaca Creek State School","49 Lugg St","","","BARDON","QLD","4065","5182","State School Hall","49 Lugg St","BARDON","","","49 Lugg St and Primrose Tce Dacca St car park","-27.4516000","152.9920000","3113602","Full","1313","133","4","2"
"4","QLD","Brisbane","156","4","Ithaca South","Current","Boys Brigade Hall","80 Enoggera Tce","","","RED HILL","QLD","4059","5183","Boys Brigade Hall","80 Enoggera Tce","RED HILL","","","Enoggera Tce","-27.4556408","153.0024880","3113610","Assisted","1770","271","5","3"
"4","QLD","Brisbane","156","4","Kalinga (Brisbane)","Current","St Anne's Catholic Church Hall","127 Nelson St","","","KALINGA","QLD","4030","6037","St Anne's Catholic Church Hall","127 Nelson St","KALINGA","","","Enter via Nelson St, Hall behind Church","-27.4089663","153.0440663","3113121","None","1003","50","3","1"
"4","QLD","Brisbane","156","4","Kelvin Grove","Current","Kelvin Grove State College","57 School St","","","KELVIN GROVE","QLD","4059","5186","State Junior College","57 School St","KELVIN GROVE","","","School St and Tank St L'Estrange Tce","-27.4509709","153.0117416","3112615","Assisted","2468","404","7","4"
"4","QLD","Brisbane","156","4","Lutwyche","Current","Holy Cross School","40 Morris St","","","WOOLOOWIN","QLD","4030","31645","Holy Cross School","40 Morris St","WOOLOOWIN","year 3 classrooms","","Morris St Merehaye St","-27.4241000","153.0400000","3113113","Full","2204","250","6","3"
"4","QLD","Brisbane","156","4","Merthyr","Current","Merthyr Uniting Church Hall","52 Merthyr Rd","","","NEW FARM","QLD","4005","5580","Church Hall","52 Merthyr Rd","NEW FARM","","","Merthyr Rd Amity St","-27.4685973","153.0444002","3110911","Full","2205","335","6","3"
"4","QLD","Brisbane","156","4","Milton (Brisbane)","Current","Lavalla Centre","58 Fernberg Rd","","","PADDINGTON","QLD","4064","5581","Lavalla Centre","58 Fernberg Rd","PADDINGTON","","","Enter via Fernberg Rd - Full access Beck St - Stair access only","-27.4638043","152.9990602","3113503","Full","1853","287","5","3"
"4","QLD","Brisbane","156","4","New Farm","Current","New Farm State School","Cnr James and Heal Sts","","","NEW FARM","QLD","4005","5584","State School","Cnr James and Heal Sts","NEW FARM","","","James St and Heal St Hawthorne St","-27.4606103","153.0451351","3110927","Assisted","3890","768","10","7"
"4","QLD","Brisbane","156","4","New Farm South","Current","Holy Spirit Hall","36 Villiers St","","","NEW FARM","QLD","4005","33080","Holy Spirit Hall","36 Villiers St","NEW FARM","","","Villiers St","-27.4651846","153.0456769","3110904","Assisted","1949","278","5","3"
"4","QLD","Brisbane","156","4","Newmarket","Current","Newmarket State School","15 Banks St","","","NEWMARKET","QLD","4051","5191","State School","15 Banks St","NEWMARKET","","","Banks St Enoggera Rd","-27.4314000","153.0040000","3112703","Assisted","2387","248","6","3"
"4","QLD","Brisbane","156","4","Newmarket South","Current","St Ambroses School","Davidson St","","","NEWMARKET","QLD","4051","5192","St Ambroses School","Davidson St","NEWMARKET","","","Parker St","-27.4405261","153.0056047","3112708","Assisted","875","142","3","2"
"4","QLD","Brisbane","156","4","Paddington","Current","Brisbane West Senior Citizens Club","132 Latrobe Tce","","","PADDINGTON","QLD","4064","5194","Senior Citizens Club","132 Latrobe Tce","PADDINGTON","","","Latrobe Tce","-27.4588000","152.9960000","3113513","Assisted","1226","396","4","4"
"4","QLD","Brisbane","156","4","Petrie Terrace","Current","Petrie Terrace State School","40 Moreton St","","","PADDINGTON","QLD","4064","5588","State School","20 Moreton St","PADDINGTON","","","Dowse St Moreton St","-27.4604000","153.0100000","3113524","Assisted","1427","206","4","2"
"4","QLD","Brisbane","156","4","Spring Hill","Current","Brisbane Central State School","64 St Paul's Tce","","","SPRING HILL","QLD","4000","5591","State School","64 St Paul's Tce","SPRING HILL","","","St Paul's Tce Rogers St","-27.4596726","153.0276740","3111109","Assisted","1856","376","5","4"
"4","QLD","Brisbane","156","4","Stafford (Brisbane)","Current","Stafford State School","314 Stafford Rd","","","STAFFORD","QLD","4053","31499","State School","314 Stafford Rd","STAFFORD","","","Webster Rd Stafford Rd","-27.4121000","153.0180000","3103201","Assisted","1288","352","4","3"
"4","QLD","Brisbane","156","4","Stafford West (Brisbane)","Current","Everton Park High School","624 Stafford Rd","","","EVERTON PARK","QLD","4053","31502","High School","624 Stafford Rd","EVERTON PARK","","","Stafford Rd","-27.4077000","152.9980000","3102516","None","539","292","2","3"
"4","QLD","Brisbane","156","4","Whinstanes","Current","Blue Care Merriwee Court Activity Centre","31 Jackson St","","","HAMILTON","QLD","4007","6054","Blue Care Merriwee Court Activity Centre","31 Jackson St","HAMILTON","Activity Centre","","Oxford St","-27.4322990","153.0730891","3112406","Assisted","768","144","2","2"
"4","QLD","Brisbane","156","4","Wilston","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Brisbane","156","4","Windsor North","Current","Windsor State School","Harris St","","","WINDSOR","QLD","4030","5204","State School","Harris St","WINDSOR","","","Constitution Rd Harris St","-27.4306326","153.0295730","3113014","Assisted","3001","384","8","4"
"4","QLD","Capricornia","157","5","Allenstown","Appointment","Allenstown State School","Upper Dawson Rd","","","ALLENSTOWN","QLD","4700","5208","Allenstown State School","Upper Dawson Rd","ALLENSTOWN","School Hall","Caroline St","Entrance to polling place: Caroline St Entrance to grounds: Caroline St near Performing Arts Centre","-23.3914708","150.5041444","3122222","Assisted","1642","294","5","3"
"4","QLD","Capricornia","157","5","Allenstown (Capricornia)","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Capricornia","157","5","Alligator Creek","Current","Alligator Creek State School","50 Grasstree Rd","","","ALLIGATOR CREEK","QLD","4740","5289","State School","50 Grasstree Rd","ALLIGATOR CREEK","School Hall","","Entrance to polling place: Grasstree Rd Entrance to grounds: Grasstree Rd","-21.3277000","149.2110000","3135220","Assisted","999","122","3","2"
"4","QLD","Capricornia","157","5","Armstrong Beach","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Capricornia","157","5","Berserker","Current","Berserker Street State School","128-140 Berserker St","","","BERSERKER","QLD","4701","5217","Berserker State School","128-140 Berserker St","BERSERKER","School Hall","Charles St","Entrance to polling place: Charles St near hall Entrance to grounds: Gate closest to school hall Charles St","-23.3667425","150.5309236","3120509","Assisted","1665","103","5","1"
"4","QLD","Capricornia","157","5","Brisbane City (Capricornia)","Current","Primary Industries Building","80 Ann Street","","","BRISBANE","QLD","4000","14190","Primary Industries Building","80 Ann St","BRISBANE CITY","","","Venue in Brisbane CBD. Details to be con firmed.","-27.4688591","153.0225778","3110512","Assisted","15","0","0","0"
"4","QLD","Capricornia","157","5","Carmila","Current","Carmila State School","Carmila West Rd","","","CARMILA","QLD","4739","5300","State School","Carmila West Rd","CARMILA","Resource Centre","","Entrance to polling place: Carmila West Rd near Resource Centre Entrance to grounds: Carmila West Rd","-21.9126445","149.4041421","3133811","Assisted","151","26","1","1"
"4","QLD","Capricornia","157","5","Cawarral","Current","Cawarral State School","125 Annie Dr","","","CAWARRAL","QLD","4702","5223","State School","125 Annie Dr","CAWARRAL","Prep Classroom","Coorooman Creek Rd","Entrance to polling place: Coorooman Creek Rd Entrance to grounds: Gate to access disabled ramp on Coorooman Creek Rd","-23.2536880","150.6749207","3121801","Assisted","679","18","2","1"
"4","QLD","Capricornia","157","5","Chelona (Capricornia)","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Capricornia","157","5","Clermont","Current","Clermont Civic Centre","Daintree St","","","CLERMONT","QLD","4721","5823","Clermont Civic Centre","Daintree St","CLERMONT","Admin Building","","Entrance to polling place: Daintree St Entrance to grouds: Daintree St","-22.8245214","147.6394256","3133906","Assisted","613","128","2","2"
"4","QLD","Capricornia","157","5","Collinsville","Current","Collinsville State School","Devlin St","","","COLLINSVILLE","QLD","4804","5303","State School","Devlin St","COLLINSVILLE","Old Playgroup Room","Devlin St/Hamilton St","Entrance to polling place: Devlin St Entrance to grounds: Devlin St/Hamilton St.","-20.5480169","147.8453563","3134004","Assisted","631","131","2","2"
"4","QLD","Capricornia","157","5","Dysart","Current","Dysart State School","4 Garnham Dr"," ","","DYSART","QLD","4745","5230","State School","4 Garnham Dr","DYSART","School Hall","","Entrance to polling place: Garnham Dr Entrance to grounds: Garnham Dr, gate nearest to hall","-22.5874657","148.3469081","3133801","Assisted","873","277","3","3"
"4","QLD","Capricornia","157","5","Emmaus College","Current","Emmaus College Hall","362 Yaamba Rd","","","NORMAN GARDENS","QLD","4701","5245","Emmaus College Hall","362 Yaamba Rd","NORMAN GARDENS","","","Entrance to polling place: Yaamba Rd near school hall Entrance to grounds: Yaamba Rd","-23.3463000","150.5240000","3121309","Assisted","923","64","3","1"
"4","QLD","Capricornia","157","5","Emu Park","Current","Emu Park State School","Hill St","","","EMU PARK","QLD","4710","5231","State School","Hill St","EMU PARK","School Hall","","Entrance to polling place: Hill St Entrance to grounds: Hill St gate near hall","-23.2597370","150.8207301","3120704","Full","1911","185","5","2"
"4","QLD","Capricornia","157","5","Eton","Current","Eton State School","Prospect St","","","ETON","QLD","4741","5314","State School","Prospect St","ETON","","","Entrance to polling place: Prospect St Entrance to grounds: Prospect St","-21.2643680","148.9764296","3135721","None","398","23","1","1"
"4","QLD","Capricornia","157","5","Eungella","Current","Eungella State School","Chelmer Rd","","","EUNGELLA","QLD","4757","5316","State School","Chelmer Rd","EUNGELLA","Hall","","Entrance to polling place: Chelmer Rd Entrance to grounds: Chelmer Rd near hall","-21.1344443","148.4913182","3135101","Assisted","140","36","1","1"
"4","QLD","Capricornia","157","5","Farnborough","Current","Farnborough State School","8 Hinz Ave","","","FARNBOROUGH","QLD","4703","5232","State School","8 Hinz Ave","FARNBOROUGH","School Hall","","Entrance to polling place: Hinz Ave Entrance to grounds: Hinz Ave near hall","-23.0751000","150.7370000","3121909","Assisted","796","37","2","1"
"4","QLD","Capricornia","157","5","Finch Hatton","Current","Finch Hatton State School","Eungella Rd","","","FINCH HATTON","QLD","4756","5318","State School","Eungella Rd","FINCH HATTON","Prep Classroom","Barclay St","Entrance to polling place: Barclay St Entrance to grounds: Barclay St","-21.1395297","148.6388324","3135103","Assisted","261","23","1","1"
"4","QLD","Capricornia","157","5","Frenchville","Current","Frenchville State School","225-237 Frenchville Rd","","","FRENCHVILLE","QLD","4701","5233","Frenchville State School","225-237 Frenchville Rd","FRENCHVILLE","School Hall","","Entrance to polling place: Frenchville Rd Entrance to grounds: Gate to school hall carpark, Frenchville Rd","-23.3414000","150.5440000","3120812","Assisted","1616","59","5","1"
"4","QLD","Capricornia","157","5","Gargett","Current","Gargett State School","Tom Lynch St","","","GARGETT","QLD","4741","5320","State School","Tom Lynch St","GARGETT","Classroom","","Entrance to polling place: Tom Lynch St Entrance to grounds: Tom Lynch St","-21.1554000","148.7410000","3135106","Assisted","313","18","1","1"
"4","QLD","Capricornia","157","5","Glenden","Current","Glenden State School","Gillham Tce","","","GLENDEN","QLD","4743","5321","State School","Gillham Tce","GLENDEN","Primary Staffroom","","Entrance to polling place: Gillham Tce Entrance to grounds: Gillham Tce gate near admin building","-21.3533635","148.1160546","3133806","Assisted","350","150","1","2"
"4","QLD","Capricornia","157","5","Glenmore","Current","Glenmore High School","261 Farm St","","","KAWANA","QLD","4701","5234","Glenmore State High School","261 Farm St","KAWANA","Indoor Activities Centre","","Entrance to polling place: Farm St Entrance to grounds: Farm St carpark gate","-23.3361000","150.5160000","3121514","Assisted","2157","135","6","2"
"4","QLD","Capricornia","157","5","Homebush","Current","Homebush State School","Homebush Rd","","","HOMEBUSH","QLD","4740","5330","State School","Homebush Rd","HOMEBUSH","","","Entrance to polling place: Homebush Rd Entrance to grounds: Homebush Rd","-21.2763000","149.0500000","3135708","Assisted","284","17","1","1"
"4","QLD","Capricornia","157","5","Keppel Sands","Current","Keppel Sands State School","1325 Keppel Sands Rd","","","KEPPEL SANDS","QLD","4702","5242","State School","1325 Keppel Sands Rd","KEPPEL SANDS","Classroom","","Entrance to polling place: Keppel Sands Entrance to grounds: double gate, Keppel Sands Rd","-23.3278000","150.7860000","3121802","Assisted","302","13","1","1"
"4","QLD","Capricornia","157","5","Koumala","Current","Koumala State School","Bull St","","","KOUMALA","QLD","4738","5337","State School","Bull St","KOUMALA","Library","","Entrance to polling place: Bull St Entrance to grounds: Bull St","-21.6068000","149.2450000","3135226","Assisted","366","52","1","1"
"4","QLD","Capricornia","157","5","Lakes Creek","Current","Lakes Creek State School","445 Paterson St","","","LAKES CREEK","QLD","4701","5243","Lakes Creek State School","445 Paterson St","LAKES CREEK","SMART","","Entrance to polling place: Paterson St Entrance to grounds: Paterson St gate near Prep room","-23.3757000","150.5600000","3121105","Assisted","1025","50","3","1"
"4","QLD","Capricornia","157","5","Marian","Current","Marian State School","Anzac Ave","","","MARIAN","QLD","4754","5345","State School","Anzac Ave","MARIAN","A Block Classroom","Maud St","Entrance to polling place: Anzac Ave Entrance to grounds: Anzac Ave, gates near carpark","-21.1458000","148.9580000","3135112","Assisted","1556","199","4","2"
"4","QLD","Capricornia","157","5","Middlemount","Current","Middlemount Community School","James Randell Dr","","","MIDDLEMOUNT","QLD","4746","5248","Community School","James Randell Dr","MIDDLEMOUNT","Staffroom","","Entrance to polling place: James Randell Dr Entrance to grounds: James Randell Dr","-22.8116109","148.7000585","3133823","Assisted","403","170","2","2"
"4","QLD","Capricornia","157","5","Mirani","Current","Mirani State School","Maud St","","","MIRANI","QLD","4753","5349","State School","Maud St","MIRANI","Library","","Entrance to polling place: Maud St Entrance to grounds: Maud St","-21.1609000","148.8630000","3135113","Assisted","812","80","3","1"
"4","QLD","Capricornia","157","5","Moranbah Central","Current","Moranbah Community Centre","Batchelor Pde","","","MORANBAH","QLD","4744","5250","Community Centre","Batchelor Pde","MORANBAH","Hall","Mills Ave","Entrance to polling place: Mills Ave Entrance to grounds: Mills Ave, near Community Centre","-22.0004000","148.0480000","3134120","Assisted","1340","450","4","4"
"4","QLD","Capricornia","157","5","Mount Archer","Current","Mount Archer State School","242 Thozet Rd","","","KOONGAL","QLD","4701","5251","Mt Archer State School","242 Thozet Rd","KOONGAL","School Hall","","Entrance to polling place:Thozet Rd, Entrance to grounds: Thozet Rd, 2 gates near hall","-23.3587000","150.5460000","3121104","Assisted","1806","125","5","2"
"4","QLD","Capricornia","157","5","Nebo","Current","Nebo State School","34 Oxford St","","","NEBO","QLD","4742","5254","State School","34 Oxford St","NEBO","Prep Room","Cnr Oxford & Bovey St","Entrance to polling place: Oxford St Entrance to grounds: Cnr of Oxford and Bovey St","-21.6894829","148.6899519","3133808","Assisted","304","77","1","1"
"4","QLD","Capricornia","157","5","Norman Gardens","Current","Baptist Tabernacle","650 Norman Rd","","","NORMAN GARDENS","QLD","4701","31517","Baptist Tabernacle","650 Norman Rd","NORMAN GARDENS","Dining Room","","Entrance to polling place: Norman Rd Disabled access: Top level of carpark Entrance to grounds: Norman Rd","-23.3292000","150.5340000","3121304","Assisted","1913","77","5","1"
"4","QLD","Capricornia","157","5","North Rockhampton","Current","North Rockhampton High School","302-308 Berserker St","","","FRENCHVILLE","QLD","4701","5257","North Rockhampton High School","302-308 Berserker St","FRENCHVILLE","Performing Arts Complex","Simpson St","Entrance to polling place:Simpson St Entrance to grounds: Simpson St gate near Performing Arts Complex","-23.3535000","150.5320000","3120816","Assisted","2040","150","6","2"
"4","QLD","Capricornia","157","5","Ooralea","Current","CQUniversity Ooralea Campus","151 Boundary Rd","","","OORALEA","QLD","4740","31448","CQUniversity Ooralea Campus","151 Boundary Rd","OORALEA","University Dr, Building 5 Refectory","Via Boundary Rd","Entrance to polling place: University Dr Entrance to grounds: University Dr near Building 5 Refectory","-21.1769988","149.1421080","3135010","Full","974","140","3","2"
"4","QLD","Capricornia","157","5","Park Avenue","Current","Park Avenue State School","Main St","","","PARK AVENUE","QLD","4701","5259","Park Avenue State School","Main St","PARK AVENUE","School Hall","Tung Yeen St","Entrance to polling place: Tung Yeen St Entrance to grounds: Tung Yeen St gate","-23.3597000","150.5080000","3121404","Assisted","1515","74","4","1"
"4","QLD","Capricornia","157","5","Parkhurst","Current","Parkhurst State School","11 Mason Ave","","","PARKHURST","QLD","4702","5260","Parkhurst State School","11 Mason Ave","PARKHURST","Theatre","Mason Ave","Entrance to polling place: Mason Ave Entrance to grounds: Mason Ave carpark gate.","-23.2956636","150.5144334","3121506","Assisted","1740","95","5","1"
"4","QLD","Capricornia","157","5","Rockhampton City","Current","11 Archer St Rockhampton City","11 Archer St","","","ROCKHAMPTON CITY","QLD","4700","5265","Commercial Offices","11 Archer St","ROCKHAMPTON CITY","","","Entrance to polling place: Archer St Entrance to grounds: Archer St","-23.3755830","150.5101570","3121706","Assisted","780","214","2","2"
"4","QLD","Capricornia","157","5","Rockhampton Range","Current","St Peter's School","170 Upper Dawson Rd","","","THE RANGE","QLD","4700","5271","St Peter's School","170 Upper Dawson Rd","THE RANGE","Multi Purpose Activity Room","Ward St/Upper Dawson Rd","Entrance to polling place: Ward St Entrance to grounds: via gate on Ward St Disabled access: Via Upper Dawson Rd","-23.3985703","150.5008829","3122209","Assisted","1121","165","3","2"
"4","QLD","Capricornia","157","5","Rockhampton South","Appointment","Rockhampton State High School","1 Campbell St","","","WANDAL","QLD","4700","5277","Rockhampton State High School","1 Campbell St","WANDAL","Assembly Hall","","Entrance to polling place: Campbell St Entrance to grounds: Campbell St,2 gates near Performing Arts Complex","-23.3696368","150.4996182","3121602","Assisted","1774","269","5","3"
"4","QLD","Capricornia","157","5","Rockhampton South (Capricornia)","Abolition","","","","","","","","0","","","","","","","","","0","","0","0","0","0"
"4","QLD","Capricornia","157","5","Sarina Central","Current","St Luke's Hall","Broad St","","","SARINA","QLD","4737","5366","St Luke's Hall","Broad St","SARINA","","","Entrance to polling place: Broad St Entrance to grounds: Broad St near hall","-21.4213377","149.2172319","3135207","Assisted","1856","254","5","3"
"4","QLD","Capricornia","157","5","Swayneville","Current","Swayneville State School","952 Marlborough-Sarina Rd","","","SARINA","QLD","4737","5373","Swayneville State School","952 Marlborough-Sarina Rd VIA","SARINA","Resource Centre","","Entrance to polling place: Marlborough- Sarina Rd Entrance to grounds: Marlborough-Sarina Rd","-21.4724492","149.1443771","3135212","Assisted","365","20","1","1"
"4","QLD","Capricornia","157","5","Taranganba","Current","Taranganba State School","Taranganba Rd","","","TARANGANBA","QLD","4703","5225","State School","Taranganba Rd","TARANGANBA","Hall","","Entrance to polling place: Taranganba Rd Entrance to grounds: Taranganba Rd, via carpark entrance","-23.1544000","150.7540000","3122337","Assisted","1949","112","5","1"
"4","QLD","Capricornia","157","5","The Caves","Current","The Caves State School","1 Barmoya Rd","","","THE CAVES","QLD","4702","5222","State School","1 Barmoya Rd","THE CAVES","Library","","Entrance to polling place: Barmoya Rd Entrance to grounds: Barmoya Rd near Resource Centre","-23.1765000","150.4590000","3120904","Assisted","722","37","2","1"
"4","QLD","Capricornia","157","5","Walkerston","Current","Walkerston State School","Dutton St","","","WALKERSTON","QLD","4751","5376","State School","Dutton St","WALKERSTON","Classroom","","Entrance to polling place: Dutton St Entrance to grounds: Dutton St","-21.1594302","149.0640557","3135717","Assisted","1824","182","5","2"
"4","QLD","Capricornia","157","5","West Rockhampton","Current","Crescent Lagoon State School","6 North St Ext","","","WEST ROCKHAMPTON","QLD","4700","5227","Crescent Lagoon State School","6 North St Extended","WEST ROCKHAMPTON","School Hall","","Entrance to polling place: North St Ext Entrance to grounds: North St Ext gate near to hall","-23.3837000","150.4880000","3121611","Assisted","855","70","3","1"
"4","QLD","Capricornia","157","5","Yeppoon","Current","Yeppoon Cyclone Shelter","30 Rawlings St","","","YEPPOON","QLD","4703","5281","Yeppoon Cyclone Shelter","30 Rawlings St","YEPPOON","","","Entrance to polling place: Rawlings St Entrance to grounds: Rawlings St, near shelter","-23.1354550","150.7332850","3122320","Assisted","1802","163","5","2"
"4","QLD","Capricornia","157","5","Yeppoon North","Current","St Brendan's College","139 Adelaide Park Rd","","","YEPPOON","QLD","4703","32525","St Brendan's College","139 Adelaide Park Rd","YEPPOON","Performing Arts Centre","","Entrance to polling place: Adelaide Park Rd, Entrance to grounds:  Carpark gate further down Adelaide Park Rd from main school entrance","-23.1179196","150.7285967","3122335","Assisted","838","77","3","1"
"4","QLD","Dawson","158","6","Airlie Beach","Current","Whitsundays Police-Citizens Youth Club","Whitsunday Sports Park","Lot 105 Shute Harbour Rd","","AIRLIE BEACH","QLD","4802","5287","Whitsundays Police-Citizens Youth Club","Whitsunday Sports Park Lot 105 Shute","AIRLIE BEACH","","","Entrance to Polling Place: Main door at functions hall. Entrance to Grounds: From Shute Harbour Road.","-20.2775000","148.7270000","3135915","Assisted","1243","263","4","3"
"4","QLD","Dawson","158","6","Andergrove","Current","Andergrove State School","Fernleigh Ave","","","ANDERGROVE","QLD","4740","5290","Andergrove State School","Fernleigh Ave","ANDERGROVE","","","Entrance to Polling Place: Main door to hall. Entrance to Grounds: Main gate on Fernleigh Avenue.","-21.0853000","149.1870000","3134226","Assisted","1452","68","4","1"
"4","QLD","Dawson","158","6","Andergrove South","Current","Pioneer State High School","221 Bedford Rd","","","ANDERGROVE","QLD","4740","33107","Pioneer State High School","221 Bedford Rd","ANDERGROVE","","","Entrance to Polling Place: Main door to Performing Arts room. Entrance to Grounds: Main gate on Bedford Road.","-21.0968000","149.1800000","3134227","Assisted","1848","111","5","1"
"4","QLD","Dawson","158","6","Annandale (Dawson)","Current","Annandale State School","Cnr Oleander St & Yolanda Dr","","","ANNANDALE","QLD","4814","12018","Annandale State School","Cnr Oleander St & Yolanda Dr","ANNANDALE","","","Entrance to Polling Place: Main doors to double classroom. Entrance to Grounds: Main gate on Yolanda Drive.","-19.3141000","146.7780000","3146801","Assisted","2000","98","5","1"
"4","QLD","Dawson","158","6","Annandale East (Dawson)","Current","Townsville Grammar Junior School (Annandale Campus)","1 Brazier Dr","","","ANNANDALE","QLD","4814","32533","Townsville Grammar Junior School (Annandale Campus)","1 Brazier Dr","ANNANDALE","","","Entrance to Polling Place: Main door to Activities room. Entrance to Grounds:Main gate on Brazier Drive (provides access from adjacent Annandale Shopping Centre carpark).","-19.3165000","146.7940000","3146815","None","1358","104","4","1"
"4","QLD","Dawson","158","6","Ayr","Current","Burdekin Police-Citizens Youth Club","164 MacMillan St","","","AYR","QLD","4807","5291","Burdekin Police-Citizens Youth Club","164 MacMillan St","AYR","","","Entrance to Polling Place and Grounds: From MacMillan Street.","-19.5760000","147.4020000","3146011","Assisted","1765","85","5","1"
"4","QLD","Dawson","158","6","Ayr East","Current","Ayr East State School","43-73 Ross St","","","AYR","QLD","4807","5311","Ayr East State School","43-73 Ross St","AYR","","Enter via Davenport St","Entrance to Polling Place: Main door to school hall. Entrance to Grounds: Enter via Davenport St, not Ross St.","-19.5624000","147.4160000","3146016","Assisted","1663","73","5","1"
"4","QLD","Dawson","158","6","Bakers Creek","Current","Dundula State School","1 Main St","","","BAKERS CREEK","QLD","4740","5310","Dundula State School","1 Main St","BAKERS CREEK","","","Entrance to Polling Place: Main door to library. Entrance to Grounds: Main gate on Main Street.","-21.2016228","149.1488829","3135003","None","485","152","2","2"
"4","QLD","Dawson","158","6","Beaconsfield","Current","Beaconsfield State School","1 Nadina St","","","BEACONSFIELD","QLD","4740","33992","Beaconsfield State School","1 Nadina St","BEACONSFIELD","","","Entrance to Polling Place: Main door to  hall. Entrance to Grounds: Main gate on Nadina Street.","-21.0931000","149.1700000","3134222","None","1505","78","4","1"
