stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,ess_stall_url,ess_stall_id,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,polling_place_type,booth_info,opening_hours,address,premises,polling_place_name,division,state
Sizzle and cakes available all proceeds go to the school.,114.62875,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 01:44:46.662814+00,2017-03-11 01:44:46.662814+00,,-28.80037,Mt Tarcoola Primary School,,,{},Public School,,,"57 Forden Street, MOUNT TARCOOLA WA 6530",Geraldton,Mt Tarcoola Primary School,Geraldton,WA
"sausage sizzle, bacon and egg rolls and cake stall",115.773357,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 01:59:30.068761+00,2017-03-07 09:25:47.021646+00,,-32.072125,CtK p&f sausage sizzle,,,{},Private School,,,"87 York Street, BEACONSFIELD WA 6162",Fremantle,Christ The King School,Fremantle,WA
,115.84409,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 02:56:19.065332+00,2017-03-11 02:56:19.065332+00,,-31.82784,,,,{},Public School,,,"27 Rawlinson Drive, MARANGAROO WA 6064",Girrawheen,Rawlinson Primary School,Girrawheen,WA
,115.75286,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 08:32:13.405766+00,2017-03-11 08:32:13.405766+00,,-31.812603,,,Twitter,{},Public School,,,"75 Lymburner Drive, HILLARYS WA 6025",Hillarys,Hillarys Primary School,Hillarys,WA
,115.74774,FALSE,FALSE,FALSE,FALSE,,,,,,-32.05423,,,,,Community Hall,,,"William Street, FREMANTLE WA 6160",Fremantle,Fremantle Town Hall,Fremantle,WA
,115.539865,FALSE,FALSE,FALSE,FALSE,,,,,,-31.99744,,,,,Community Hall,,,"Brand Way, ROTTNEST ISLAND WA 6161",Fremantle,Rottnest Island Picture Hall,Fremantle,WA
,114.6227,FALSE,FALSE,FALSE,FALSE,,,,,,-28.73974,,,,,Public School,,,"18 Mitchell Street, BLUFF POINT WA 6530",Geraldton,Bluff Point Primary School,Geraldton,WA
,114.6418661,FALSE,FALSE,FALSE,FALSE,,,,,,-28.8607589,,,,,Other,,,"5 Hull Street, CAPE BURNEY WA 6532",Geraldton,Cape Burney Volunteer Fire Brigade,Geraldton,WA
,114.61173,FALSE,FALSE,FALSE,FALSE,,,,,,-28.77988,,,,,Public School,,,"Carson Terrace, GERALDTON WA 6530",Geraldton,Geraldton Senior College,Geraldton,WA
,114.612293,FALSE,FALSE,FALSE,FALSE,,,,,,-28.670393,,,,,Community Hall,,,"62 Whitehill Road, DRUMMOND COVE WA 6532",Geraldton,John Batten Drummond Cove Community Centre,Geraldton,WA
,114.73445,FALSE,FALSE,FALSE,FALSE,,,,,,-28.78212,,,,,Other,,,"Geraldton-Mt Magnet Road, MOONYOONOOKA WA 6532",Geraldton,Moonyoonooka Polocrosse Club,Geraldton,WA
,114.61404,FALSE,FALSE,FALSE,FALSE,,,,,,-28.77575,,,,,Senior Citizens Centre,,,"88 Durlacher Street, GERALDTON WA 6530",Geraldton,Queen Elizabeth II Centre,Geraldton,WA
,114.62863,FALSE,FALSE,FALSE,FALSE,,,,,,-28.77983,,,,,Public School,,,"4 Cassia Street, RANGEWAY WA 6530",Geraldton,Rangeway Primary School,Geraldton,WA
,114.629961,FALSE,FALSE,FALSE,FALSE,,,,,,-28.74152,,,,,Other,,,"75 Mitchell Street, SPALDING WA 6530",Geraldton,Spalding Family Centre,Geraldton,WA
,114.799222,FALSE,FALSE,FALSE,FALSE,,,,,,-28.939752,,,,,Public School,,,"8 Evans Road, WALKAWAY WA 6528",Geraldton,Walkaway Primary School,Geraldton,WA
,115.83706,FALSE,FALSE,FALSE,FALSE,,,,,,-31.83985,,,,,Public School,,,"23 Arnos Way, GIRRAWHEEN WA 6064",Girrawheen,Hudson Park Primary School,Girrawheen,WA
,115.839525,FALSE,FALSE,FALSE,FALSE,,,,,,-31.830601,,,,,Other,,,"46 Highclere Boulevard, MARANGAROO WA 6064",Girrawheen,Marangaroo Family Centre,Girrawheen,WA
,115.76071,FALSE,FALSE,FALSE,FALSE,,,,,,-31.83104,,,,,Public School,,,"14 Elfreda Avenue, SORRENTO WA 6020",Hillarys,Sorrento Primary School,Hillarys,WA
"Sausages, Barista Coffee, homemade cakes",115.753066,FALSE,FALSE,TRUE,TRUE,,,2017-02-22 00:00:48.333329+00,2017-02-22 00:00:48.333329+00,,-32.058634,Election Day Sizzle,,,"{""has_coffee"":true}",Public School,,,"1 Brennan Street, FREMANTLE WA 6160",Fremantle,Fremantle Primary School,Fremantle,WA
"Sausage Sizzle, Cake Stall, Cold Drinks, Coffee Van, Raffle",116.07019,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 01:54:50.832089+00,2017-03-09 09:15:50.774152+00,,-31.99878,Walliston Primary School,,User-Submitted,"{""has_coffee"":true,""has_free_text"":""Raffle""}",Public School,,,"11 Dianella Road, WALLISTON WA 6076",Kalamunda,Walliston Primary School,Kalamunda,WA
Sausage Sizzle and drinks available,121.45171,FALSE,FALSE,FALSE,TRUE,,,2017-03-07 09:28:22.443659+00,2017-03-07 09:28:22.443659+00,www.hannansps.wa.edu.au,-30.72423,Hannans PS Year 6 Camp Fundraising Sausage Sizzle,,,{},Public School,,,"2 A Nankiville Road , KALGOORLIE WA 6430",Kalgoorlie,Hannans Primary School,Kalgoorlie,WA
"Sausage sizzle, cake stall",116.045722,FALSE,FALSE,TRUE,TRUE,,,2017-03-07 09:27:56.534148+00,2017-03-04 12:36:53.590523+00,,-32.004457,Lesmurdie Primary School,,Word of mouth,{},Public School,,,"49 Sanderson Road, LESMURDIE WA 6076",Kalamunda,Lesmurdie Primary School,Kalamunda,WA
Sausage Sizzle and Bacon and egg rolls,115.93703,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 12:49:17.863758+00,2017-03-08 12:49:17.863758+00,,-32.12481,Harrisdale Primary School Year 6 Camp ,,User-submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"7 Fairhaven Ave, HARRISDALE WA 6112",Jandakot,Harrisdale Primary School,Jandakot,WA
"Sausages, bacon and egg rolls, drinks to fundraise for the school",115.78043,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 23:30:46.220302+00,2017-03-08 23:30:46.220302+00,,-31.76341,Edgewater Primary School ,,,"{""has_halal"":true,""has_bacon_and_eggs"":true}",Public School,,,"76 Treetop Avenue, EDGEWATER WA 6027",Joondalup,Edgewater Primary School,Joondalup,WA
yummy cakes and snags,116.078555,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 13:04:30.743254+00,2017-03-08 13:04:30.743254+00,,-31.920129,sausage sizzle and cake stall,,User-submitted,"{""has_vego"":true}",Public School,,,"2-14 Amherst Avenue, DARLINGTON WA 6070",Kalamunda,Darlington Primary School,Kalamunda,WA
,115.74402,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 00:49:25.816725+00,2017-03-09 00:49:25.816725+00,,-31.79994,,,http://www.melvilleps.wa.edu.au/useruploads/files/09.02.17.pdf,{},Public School,,,"St Marks Drive, HILLARYS WA 6025",Hillarys,St Mark's Anglican Community School,Hillarys,WA
,115.77342,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 05:57:14.420283+00,2017-03-11 05:57:14.420283+00,,-31.7436,,,Twitter,{},Other,,,"102 Boas Avenue, JOONDALUP WA 6027",Joondalup,Joondalup Public Library,Joondalup,WA
EVERETTS SAUSAGES AND DRINKS. FUNDRAISER FOR LUAN WRIGHT 17 YEAR OLD FORMER KALGOORLIE STUDENT FIGHTING FOR LIFE,121.47602,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 06:02:26.863476+00,2017-03-10 06:02:26.863476+00,https://chuffed.org/project/luan-wrights-fight-for-survival,-30.7504,LUAN WRIGHT FUNDRAISER,,User-Submitted,{},Other,,,"35 Cheetham Street, KALGOORLIE WA 6430",Kalgoorlie,Goldfields Arts Centre,Kalgoorlie,WA
Sausages in a bun and Egg n Bacon Rolls,115.91252,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 23:33:09.815597+00,2017-03-08 13:42:01.91372+00,,-32.07606,Caning Vale Primary School P&C,,"Twitter, User-Submitted","{""has_bacon_and_eggs"":true}",Public School,,,"The Ramble , CANNING VALE WA 6155",Jandakot,Canning Vale Primary School,Jandakot,WA
,115.91625,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 03:21:07.16557+00,2017-03-11 03:21:07.16557+00,,-32.12697,,,,{},Public School,,,"440 Wright Road, PIARA WATERS WA 6112",Jandakot,Piara Waters Primary School,Jandakot,WA
,115.734821,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 03:33:57.193394+00,2017-03-11 03:33:57.193394+00,,-31.751077,,,,{},Community Hall,,,"66 Constellation Drive, OCEAN REEF WA 6027",Joondalup,Beaumaris Community Centre,Joondalup,WA
Sausage Sizzle and drinks,116.100898,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 04:06:36.325085+00,2017-03-08 23:41:14.420393+00,,-31.915557,Ride to Conquer Cancer Sausage Sizzle,,Facebook,"{""has_free_text"":""Burgers""}",Public School,,,"Tillbrook Street, GLEN FORREST WA 6071",Kalamunda,Glen Forrest Primary School,Kalamunda,WA
,115.7389,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 05:29:20.417178+00,2017-03-11 05:29:20.417178+00,,-31.75974,,,,{},Public School,,,"21 Venturi Drive, OCEAN REEF WA 6027",Joondalup,Ocean Reef Senior High School,Joondalup,WA
,115.910891,FALSE,FALSE,FALSE,FALSE,,,,,,-32.093748,,,,,Public School,,,"Orkney Crescent, CANNING VALE WA 6155",Jandakot,Ranford Primary School,Jandakot,WA
,115.76863,FALSE,FALSE,FALSE,FALSE,,,,,,-31.76668,,,,,Public School,,,"Littorina Avenue, HEATHRIDGE WA 6027",Joondalup,Eddystone Primary School,Joondalup,WA
"sausages, egg/bacon roll, cookies",115.74872,TRUE,FALSE,TRUE,TRUE,,,2017-03-11 07:44:44.622451+00,2017-03-08 12:38:51.250138+00,,-31.77744,Mullaloo Heights Primary Schl ,,User-submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"27 Charonia Road, MULLALOO WA 6027",Joondalup,Mullaloo Heights Primary School,Joondalup,WA
,115.750666,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 05:46:45.509854+00,2017-03-11 05:46:45.509854+00,,-31.792983,,,Twitter,{},Public School,,,"31 Bridgewater Drive, KALLAROO WA 6025",Hillarys,Springfield Primary School,Hillarys,WA
,116.090593,FALSE,FALSE,FALSE,FALSE,,,,,,-32.019397,,,,,Community Hall,,,"152 Carmel Road, CARMEL WA 6076",Kalamunda,Carmel Hall,Kalamunda,WA
,116.0560662,FALSE,FALSE,FALSE,FALSE,,,,,,-31.95611254,,,,,Public School,,,"24 Ledger Road, GOOSEBERRY HILL WA 6076",Kalamunda,Gooseberry Hill Primary School,Kalamunda,WA
,116.05147,FALSE,FALSE,FALSE,FALSE,,,,,,-31.9714,,,,,Public School,,,"32 Heath Road, KALAMUNDA WA 6076",Kalamunda,Kalamunda Primary School,Kalamunda,WA
,116.056834,FALSE,FALSE,FALSE,FALSE,,,,,,-31.97735,,,,,Public School,,,"12 Cotherstone Road, KALAMUNDA WA 6076",Kalamunda,Kalamunda Senior High School,Kalamunda,WA
,116.137556,FALSE,FALSE,FALSE,FALSE,,,,,,-31.906247,,,,,Community Hall,,,"3060 Strettle Road, MAHOGANY CREEK WA 6072",Kalamunda,Mahogany Creek Hall,Kalamunda,WA
,116.1723326,FALSE,FALSE,FALSE,FALSE,,,,,,-31.89503577,,,,,Public School,,,"855 Stevens Street, MUNDARING WA 6073",Kalamunda,Mundaring Primary School,Kalamunda,WA
,116.167886,FALSE,FALSE,FALSE,FALSE,,,,,,-31.870171,,,,,Pre-School,,,"Bentley Street, STONEVILLE WA 6081",Kalamunda,Stoneville Playgroup Centre,Kalamunda,WA
,121.164179,FALSE,FALSE,FALSE,FALSE,,,,,,-30.953704,,,,,Community Hall,,,"69 Sylvester Street, COOLGARDIE WA 6429",Kalgoorlie,Coolgardie Community Recreation Centre,Kalgoorlie,WA
,121.47896,FALSE,FALSE,FALSE,FALSE,,,,,,-30.7636,,,,,Private School,,,"Lionel Street, SOUTH KALGOORLIE WA 6430",Kalgoorlie,John Paul College,Kalgoorlie,WA
,121.46941,FALSE,FALSE,FALSE,FALSE,,,,,,-30.74063,,,,,Other,,,"Piccadilly Street, PICCADILLY WA 6430",Kalgoorlie,Kalgoorlie Health Campus,Kalgoorlie,WA
"Sausage Sizzle & Cake Stall, drinks, to raise funds for the Year 6 Geaduation",115.861362,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 13:03:10.906006+00,2017-03-08 13:03:10.906006+00,,-32.17272,Primary School Sausage Sizzle & Cake Stall,,User-submitted,{},Public School,,,"85 Camden Boulevard, AUBIN GROVE WA 6164",Kwinana,Aubin Grove Primary School,Kwinana,WA
"sausage sizzle and drinks, Year 6 cake stall, 2nd hand book sale and meat raffle",115.808459,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 09:31:02.886063+00,2017-03-10 09:31:02.886063+00,,-31.828768,"Greenwood Primary school sausage sizzle and cake stall, Merivale Way, Greenwood",,,{},Public School,,,"12 Merivale Way, GREENWOOD WA 6024",Kingsley,Greenwood Primary School,Kingsley,WA
"sausage sizzle, cake stall, drinks",115.803967,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 12:16:12.58536+00,2017-03-08 12:16:12.58536+00,,-32.260218,Leda Primary School,,User-submitted,{},Public School,,,"1-25 Feilman Drive, LEDA WA 6170","Kwinana, Baldivis",Leda Primary School,"Kwinana, Baldivis",WA
scrummy sausages and ice cold drinks all funds to support our P&C,115.78801,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 12:21:38.008144+00,2017-03-08 12:21:38.008144+00,,-31.78425,North Woodvale P&C Primary School ,,User-submitted,{},Public School,,,"4 Chichester Drive, WOODVALE WA 6026",Kingsley,North Woodvale Primary School,Kingsley,WA
sausage sizzle and cake stall ,115.826167,FALSE,FALSE,TRUE,TRUE,,,2017-03-09 12:22:15.167046+00,2017-03-07 09:26:02.652276+00,,-32.252542,St Vincents primary school ,,,{},Private School,,,"114 Parmelia Avenue, PARMELIA WA 6167",Kwinana,St Vincent's School,Kwinana,WA
"Breakfast bacon and egg rolls, sausage sizzle",121.460163,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 13:21:52.243481+00,2017-03-08 13:21:52.243481+00,,-30.738687,Sausage sizzle!,,User-submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"Campbell Street, LAMINGTON WA 6430",Kalgoorlie,North Kalgoorlie Primary School,Kalgoorlie,WA
Hotdogs & Drinks,122.216806,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 13:24:26.239705+00,2017-03-08 13:24:26.239705+00,,-17.959338,Cable Beach Primary P&C,,User-submitted,{},Public School,,,"Dakas Street, CABLE BEACH WA 6726",Kimberley,Cable Beach Primary School,Kimberley,WA
coffee van,115.740307,FALSE,FALSE,TRUE,FALSE,,,2017-03-08 15:52:35.914495+00,2017-03-08 15:52:35.914495+00,,-32.532313,Coffee Van,,,"{""has_coffee"":true}",Community Hall,,,"41 Dower Street, MANDURAH WA 6210",Mandurah,Billy Dower Youth Centre,Mandurah,WA
Garage Sale and Sausage Sizzle Fundraiser at Kununurra Neighbourhood House!,128.73836,FALSE,FALSE,FALSE,TRUE,,,2017-03-10 23:08:00.335436+00,2017-03-10 23:08:00.335436+00,www.kununurraneighbourhoodhouse.org,-15.77314,Kununurra Neighbourhood House Garage Sale and Ssausage Sizzle!,,,{},Community Hall,,,"Coolibah Drive, KUNUNURRA WA 6743",Kimberley,Kununurra Leisure Centre,Kimberley,WA
,122.238564,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 02:02:28.656689+00,2017-03-11 02:02:28.656689+00,,-17.96071,,,,{},Public School,,,"Weld Street, BROOME WA 6725",Kimberley,Broome Primary School,Kimberley,WA
,115.81067,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 02:51:23.764469+00,2017-03-11 02:51:23.764469+00,,-32.24559,,,Facebook,{},Public School,,,"Chilcott Street, CALISTA WA 6167",Kwinana,Calista Primary School,Kwinana,WA
,115.8907,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 03:03:04.401203+00,2017-03-11 03:03:04.401203+00,,-32.19395,,,,{},Community Hall,,,"302 De Haer Road, WANDI WA 6167",Kwinana,Wandi Pavilion,Kwinana,WA
,128.120831,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 03:26:13.874253+00,2017-03-11 03:26:13.874253+00,,-15.488004,,,Instagram,{},Public School,,,"Coverley Street, WYNDHAM WA 6740",Kimberley,Wyndham District High School,Kimberley,WA
,115.8092,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 05:10:02.181101+00,2017-03-11 05:07:14.429275+00,,-31.84174,,,Democracy Sausage family member,"{""has_free_text"":""Cactus and jam stall""}",Church,,,"77 Ellersdale Avenue, WARWICK WA 6024",Kingsley,Church of Christ Warwick,Kingsley,WA
,121.665594,FALSE,FALSE,FALSE,FALSE,,,,,,-31.203832,,,,,Public School,,,"8 Larkin Street, KAMBALDA WA 6442",Kalgoorlie,Kambalda Primary School,Kalgoorlie,WA
,121.61909,FALSE,FALSE,FALSE,FALSE,,,,,,-31.20617,,,,,Public School,,,"Salmon Gums Road, KAMBALDA WEST WA 6442",Kalgoorlie,Kambalda West District High School,Kalgoorlie,WA
,122.4038,FALSE,FALSE,FALSE,FALSE,,,,,,-28.6273,,,,,Public School,,,"Lancefield Street, LAVERTON WA 6440",Kalgoorlie,Laverton Primary School,Kalgoorlie,WA
,120.69769,FALSE,FALSE,FALSE,FALSE,,,,,,-27.91328,,,,,Community Hall,,,"Link Road, LEINSTER WA 6437",Kalgoorlie,Leinster Community Hall,Kalgoorlie,WA
,121.331093,FALSE,FALSE,FALSE,FALSE,,,,,,-28.881999,,,,,Community Hall,,,"Tower Street, LEONORA WA 6438",Kalgoorlie,Leonora Recreation Centre,Kalgoorlie,WA
,121.77913,FALSE,FALSE,FALSE,FALSE,,,,,,-32.19884,,,,,Community Hall,,,"88-92 Prinsep Street, NORSEMAN WA 6443",Kalgoorlie,Norseman Town Hall,Kalgoorlie,WA
,123.633547,FALSE,FALSE,FALSE,FALSE,,,,,,-17.308145,,,,,Public School,,,"10 Anderson Street, DERBY WA 6728",Kimberley,Derby District High School,Kimberley,WA
,125.564315,FALSE,FALSE,FALSE,FALSE,,,,,,-18.188082,,,,,Public School,,,"Flynn Drive, FITZROY CROSSING WA 6765",Kimberley,Fitzroy Valley District High School,Kimberley,WA
,127.668935,FALSE,FALSE,FALSE,FALSE,,,,,,-18.225227,,,,,Public School,,,"Thomas Street, HALLS CREEK WA 6770",Kimberley,Halls Creek District High School,Kimberley,WA
,122.23247,FALSE,FALSE,FALSE,FALSE,,,,,,-17.93988,,,,,Public School,,,"Spoonbill Avenue, BROOME WA 6725",Kimberley,Roebuck Bay Primary School,Kimberley,WA
,128.217013,FALSE,FALSE,FALSE,FALSE,,,,,,-17.016648,,,,,Other,,,"Warmun Aboriginal Community, WARMUN WA 6743",Kimberley,Warmun Council Chambers,Kimberley,WA
,115.80048,FALSE,FALSE,FALSE,FALSE,,,,,,-31.7913,,,,,Public School,,,"110 Woodvale Drive, WOODVALE WA 6026",Kingsley,Woodvale Secondary College,Kingsley,WA
,115.86853,FALSE,FALSE,FALSE,FALSE,,,,,,-32.13562,,,,,Public School,,,"160 Lydon Boulevard, ATWELL WA 6164",Kwinana,Atwell Primary School,Kwinana,WA
,115.804771,FALSE,FALSE,FALSE,FALSE,,,,,,-32.235927,,,,,Public School,,,"Medina Avenue, MEDINA WA 6167",Kwinana,Medina Primary School,Kwinana,WA
,115.74697,FALSE,FALSE,FALSE,FALSE,,,,,,-32.51048,,,,,Private School,,,"22-34 Gordon Road, MANDURAH WA 6210",Mandurah,Assumption Catholic Primary School,Mandurah,WA
,115.84478,FALSE,FALSE,TRUE,TRUE,,,2017-03-06 03:51:20.52718+00,2017-03-06 03:51:20.52718+00,,-31.86099,,Book sale,Facebook,{},Public School,,,"11 Fernhurst Crescent, BALGA WA 6061",Mirrabooka,Balga Primary School,Mirrabooka,WA
$2.50 sausage sizzle $1.50 drinks,116.027655,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 11:02:55.780952+00,2017-03-09 11:02:55.780952+00,,-31.899515,Midland Scout Troop,,User-Submitted,{},Community Hall,,,"10 Helen Street, BELLEVUE WA 6056",Midland,Bellevue Hall,Midland,WA
,115.83413,FALSE,FALSE,FALSE,TRUE,,,2017-03-06 03:53:36.199823+00,2017-03-06 03:53:36.199823+00,,-31.85243,,,Facebook,"{""has_coffee"":true}",Public School,,,"30 Maitland Road, BALGA WA 6061",Mirrabooka,North Balga Primary School,Mirrabooka,WA
,115.838157,FALSE,FALSE,FALSE,TRUE,,,2017-03-06 03:54:17.68223+00,2017-03-06 03:54:17.68223+00,,-31.869631,,,Facebook,{},Public School,,,"30 Marloo Road, WESTMINSTER WA 6061",Mirrabooka,Westminster Primary School,Mirrabooka,WA
"Sausage sizzle, cakes and drinks",115.886426,FALSE,FALSE,TRUE,TRUE,,,2017-03-08 12:22:50.58661+00,2017-03-08 12:22:50.58661+00,,-31.917235,Inglewood Primary School,,User-submitted,{},Public School,,,"34 Normanby Road, INGLEWOOD WA 6052",Maylands,Inglewood Primary School,Maylands,WA
Sausage sizzle and Drinks,115.909042,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 12:50:44.577272+00,2017-03-08 12:50:44.577272+00,,-31.902103,Embleton Primary School P&C,,User-submitted,{},Public School,,,"51 Priestly Street, EMBLETON WA 6062",Maylands,Embleton Primary School,Maylands,WA
"Sausage Sizzles, Bacon and Egg Rolls, Softdrinks",115.97201,FALSE,FALSE,FALSE,TRUE,,,2017-03-08 13:59:45.587975+00,2017-03-08 13:59:45.587975+00,,-31.89957,Guildford Primary School Sausage Sizzle,,User-submitted,"{""has_bacon_and_eggs"":true}",Community Hall,,,"Cnr James and Meadows Street, GUILDFORD WA 6055",Midland,Guildford Town Hall,Midland,WA
,115.88183,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 00:43:45.168438+00,2017-03-06 03:52:40.458903+00,,-31.82825,,Car wash,Facebook,{},Public School,,,"Illawarra Crescent North, BALLAJURA WA 6066",Mirrabooka,Illawarra Primary School,Mirrabooka,WA
,115.896252,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 02:55:27.686922+00,2017-03-11 02:55:27.686922+00,,-31.915035,,,,{},Community Hall,,,"Birkett Street, BAYSWATER WA 6053",Maylands,Beaufort Park Hall,Maylands,WA
"sausage sizzle ($3.50), sausage + drink ($5.00), egg & bacon burger ($4.50), egg & bacon burger + drink ($6.50)",115.903887,FALSE,FALSE,FALSE,TRUE,,,2017-03-09 13:58:12.697354+00,2017-03-09 13:58:12.697354+00,http://www.mpps.wa.edu.au/upload/pages/publications2017/issue-no-3-3-march-2017.pdf,-31.932301,P&C Sausage Sizzle,,User-Submitted,"{""has_bacon_and_eggs"":true}",Public School,,,"60 Kelvin Street, MAYLANDS WA 6051",Maylands,Maylands Peninsula Primary School,Maylands,WA
,115.873457,FALSE,FALSE,FALSE,TRUE,,,2017-03-11 00:15:06.127696+00,2017-03-11 00:15:06.127696+00,,-31.85771,,,Twitter,{},Public School,,,"9 Threadleaf Way, MIRRABOOKA WA 6061",Mirrabooka,Boyare Primary School,Mirrabooka,WA
Sausage Sizzle,116.035028,FALSE,FALSE,TRUE,TRUE,,,2017-03-10 07:49:58.614115+00,2017-03-10 05:55:27.193349+00,https://www.facebook.com/194809957283506/photos/a.212433788854456.43781.194809957283506/1229323367165488/?type=3&theater,-31.868617,Swan Suburbs Rugby,,User-Submitted,{},Community Hall,,,"Jecks Place, STRATTON WA 6056",Midland,Stratton Community Hall,Midland,WA
,115.7609,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 01:09:21.257159+00,2017-03-11 01:09:21.257159+00,,-32.47738,,,,{},Private School,,,"Catalina Drive, LAKELANDS WA 6180",Mandurah,Mandurah Baptist College,Mandurah,WA
,115.888429,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 01:09:43.269498+00,2017-03-11 01:09:43.269498+00,,-31.92465,,,,{},Community Hall,,,"125 Ninth Avenue, INGLEWOOD WA 6052",Maylands,Inglewood Masonic Hall,Maylands,WA
,115.902074,FALSE,FALSE,TRUE,TRUE,,,2017-03-11 02:32:24.055969+00,2017-03-09 12:10:02.706205+00,,-31.909777,,,Facebook,"{""has_bacon_and_eggs"":true}",Public School,,,"2 Bay View Street, BAYSWATER WA 6053",Maylands,Hillcrest Primary School,Maylands,WA
,115.72524,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 04:14:31.904743+00,2017-03-11 04:14:31.904743+00,,-32.52878,,,Twitter,{},Public School,,,"18 Hackett Street, MANDURAH WA 6210",Mandurah,Mandurah Primary School,Mandurah,WA
,115.752066,FALSE,TRUE,FALSE,FALSE,,,2017-03-11 04:20:15.311847+00,2017-03-11 04:20:15.311847+00,,-32.472715,,,,{},Community Hall,,,"Orelia Street, MADORA BAY WA 6210",Mandurah,Madora Bay Community Hall,Mandurah,WA
,115.75025,FALSE,FALSE,FALSE,FALSE,,,,,,-32.54713,,,,,Public School,,,"Wanjeep Street, COODANUP WA 6210","Mandurah, Dawesville",Coodanup Community College,"Mandurah, Dawesville",WA
,115.75345,FALSE,FALSE,FALSE,FALSE,,,,,,-32.50288,,,,,Other,,,"41 Portrush Parade, MEADOW SPRINGS WA 6210",Mandurah,McNamara Lodge - RAAFA Estate,Mandurah,WA
,115.76789,FALSE,FALSE,FALSE,FALSE,,,,,,-32.53179,,,,,Public School,,,"1 Minilya Parkway, GREENFIELDS WA 6210",Mandurah,Riverside Primary School,Mandurah,WA
,115.891538,FALSE,FALSE,FALSE,FALSE,,,,,,-31.931831,,,,,Other,,,"150 Guildford Road, MAYLANDS WA 6051",Maylands,School of Instrumental Music,Maylands,WA
,115.884891,FALSE,FALSE,FALSE,FALSE,,,,,,-31.912322,,,,,Church,,,"91 Wood Street, BEDFORD WA 6052",Maylands,St Peters Parish Hall,Maylands,WA
,116.045642,FALSE,FALSE,FALSE,FALSE,,,,,,-31.862217,,,,,Pre-School,,,"165 Talbot Road, STRATTON WA 6056",Midland,Goodstart Early Learning Stratton,Midland,WA
,116.00214,FALSE,FALSE,FALSE,FALSE,,,,,,-31.88948,,,,,Community Hall,,,"Cnr Great Eastern Highway and Old Great Northern Highway, MIDLAND WA 6056",Midland,Midland Town Hall,Midland,WA
,116.019298,FALSE,FALSE,FALSE,FALSE,,,,,,-31.878068,,,,,Other,,,"Eddie Barron Drive, MIDDLE SWAN WA 6056",Midland,North Metropolitan TAFE Midland Campus,Midland,WA
,116.04381,FALSE,FALSE,FALSE,FALSE,,,,,,-31.88843,,,,,Public School,,,"Gladstone Avenue, SWAN VIEW WA 6056",Midland,Swan View Senior High School,Midland,WA
,115.853601,FALSE,FALSE,FALSE,FALSE,,,,,,-31.828529,,,,,Community Hall,,,"18 Linto Way, ALEXANDER HEIGHTS WA 6064",Mirrabooka,Alexander Heights Community Hall,Mirrabooka,WA
,115.49866,FALSE,FALSE,FALSE,FALSE,,,,,,-30.38721,,,,,Community Hall,,,"2 North West Road, BADGINGARRA WA 6521",Moore,Badgingarra Community Centre,Moore,WA
,115.870322,FALSE,FALSE,TRUE,TRUE,,,2017-03-06 03:48:41.265608+00,2017-03-06 03:48:41.265608+00,,-31.830074,,,Facebook,{},Public School,,,"33 Northumberland Avenue, ALEXANDER HEIGHTS WA 6064",Mirrabooka,Alinjarra Primary School,Mirrabooka,WA
