StateCo,StateAb,DivName,DivId,DivCo,PPName,Status,PremisesName,Address1,Address2,Address3,Locality,AddrStateAb,Postcode,PPId,AdvPremisesName,AdvAddress,AdvLocality,AdvBoothLocation,AdvGateAccess,EntrancesDesc,Lat,Long,CCD,WheelchairAccess,OrdVoteEst,DecVoteEst,NoOrdIssuingOff,NoOfDecIssuingOff,booth_info
,Overseas,All,,,Australian Embassy,Current,"VIETNAM, Hanoi","8 Dao Tan Street, Ba Dinh District, Hanoi, VIETNAM",,,,,,,,,,,,,21.0358515,105.8260943,,,,,,,"phone: +84 4 3774 0100, fax: +84 4 3774 0111, web: http://www.vietnam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"VANUATU, Port Vila","Winston Churchill Ave, Port Vila, VANUATU",,,,,,,,,,,,,-17.734818,168.3220289,,,,,,,"phone: +678 22777, fax: +678 23948, web: http://www.vanuatu.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CHINA, Beijing","21 Dongzhimenwai Dajie, Sanlitun, Beijing 10060, CHINA",,,,,,,,,,,,,39.941668,116.448167,,,,,,,"phone: +86 10 5140 4111, fax: +86 10 5140 4204, web: http://www.china.embassy.gov.au/"
,Overseas,All,,,Australian Embassy,Current,"RUSSIA FEDERATION, Moscow","10A/2 Podkolokolny Pereulok, Moscow 109028, RUSSIA",,,,,,,,,,,,,55.752592,37.642366,,,,,,,"phone: +7 495 956 6070, fax: +7 495 956 6170, web: http://www.russia.embassy.gov.au/"
,Overseas,All,,,Antarctica,Current,Casey Station,"Casey Station, Antarctica",,,,,,,,,,,,,-66.283,110.517,,,,,,,Cold.
,Overseas,All,,,Australian Embassy,Current,"ARGENTINA, Buenos Aires","Villanueva 1400, Buenos Aires,C1426BMJ, ARGENTINA",,,,,,,,,,,,,-34.5642525,-58.443625,,,,,,,"phone: +54 11 4779 3500, fax: +54 11 4779 3581, web: http://www.argentina.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"AUSTRIA, Vienna","Mattiellistrasse 2-4, Vienna A-1040, AUSTRIA",,,,,,,,,,,,,48.198421,16.3726928,,,,,,,"phone: +43 1 506 740, fax: +43 1 504 1178, web: http://www.austria.embassy.gov.au/vien/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BRAZIL, Brasilia","Ses Quadra 801, Conjunto K, Lote 7, Brasilia DF 70200-010, BRAZIL",,,,,,,,,,,,,-15.8029734,-47.8769055,,,,,,,"phone: +55 61 3226 3111, fax: +55 61 3226 1112, web: http://www.brazil.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"BRAZIL, Sao Paulo","Alameda Santos,700,9th Floor Unit 92, Edifico Trianon Corporate, Cerqueira Cesar 01418-100, Sao Paulo BRAZIL",,,,,,,,,,,,,-23.5651575,-46.6542406,,,,,,,"phone: +55 11 2112 6200, fax: +55 11 3171 2889, web: http://www.dfat.gov.au/missions/countries/brsa.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"BANGLADESH, Dhaka","184 Gulshan Avenue, Gulsha 2, Dhaka 1212, BANGLADESH",,,,,,,,,,,,,23.7818117,90.4166798,,,,,,,"phone: +880 2 881 3101-5, fax: +880 2 881 1125, web: http://www.bangladesh.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"BELGIUM, Brussels","Avenue des Arts, Kunstlaan 56, Brussels 1000, BELGIUM",,,,,,,,,,,,,50.841096,4.366756,,,,,,,"phone: +32 2 286 0500, fax: +32 2 286 0576, web: http://www.belgium.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"BRUNEI DARUSSALAM, Bandar Seri Begawan","Level 6, DAR Takaful IBB Utama, Jalan Pemancha, Bandar Seri Begawan BS8711, BRUNEI DARUSSALAM",,,,,,,,,,,,,4.8887267,114.9418335,,,,,,,"phone: +673 222 9435, fax: +673 222 1652, web: http://www.bruneidarussalam.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CAMBODIA, Phnom Pehn","16B National Assembly St, Sangkat Tonle Bassac Khan Chamkamon, Phnom Pehn, CAMBODIA",,,,,,,,,,,,,11.5545192,104.935335,,,,,,,"phone: +855 23 213 470, fax: +855 23 213 413, web: http://www.cambodia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"IRAN, Tehran","No. 2, 23rd Street, Khalid Islambuli Ave, Tehran 15138, IRAN",,,,,,,,,,,,,35.7048679,51.4000833,,,,,,,"phone: +98 21 8386 3666, fax: +98 21 8872 0484, web: http://www.iran.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"IRAQ, Baghdad","International Zone, Baghdad, IRAQ",,,,,,,,,,,,,33.3033333,44.3541667,,,,,,,"phone: +964 790 191 2359, fax: , web: http://www.iraq.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"INDONESIA, Bali","Jalan Tantular No 32, Renon, Denpasar, Bali, 80234, INDONESIA",,,,,,,,,,,,,-8.6701557,115.2283897,,,,,,,"phone: +62 361 241 118, fax: +62 361 221 195, web: http://www.bali.indonesia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"INDONESIA, Jakarta","Jalan H.R.Rasuna Said Kav C 15-16, Jakarrta Selatan 12940, INDONESIA",,,,,,,,,,,,,-6.217932,106.831991,,,,,,,"phone: +62 21 2550 5555, fax: +62 21 2552 7101, web: http://www.indonesia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"INDIA, New Delhi","No.1/50 G Shantipath, Chanakyapuri New Delhi 110 021, INDIA",,,,,,,,,,,,,28.5866478,77.1852369,,,,,,,"phone: +91 11 4139 9900, fax: +91 11 2687 2228, web: http://www.india.highcommission.gov.au/ndli/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"HONG KONG - CHINA, Hong Kong","23/F Harbour Centre, 25 Harbour Road, Wan Chai, Hong Kong, CHINA",,,,,,,,,,,,,22.2810934,114.1756115,,,,,,,"phone: +852 2827 8881, fax: +852 2585 4457, web: http://www.hongkong.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"INDIA, Chennai","9th Floor, Express Chambers, Express Ave Estate, Whites Rd, Royapettah Chennai 600 002, Tamil Nadu, INDIA",,,,,,,,,,,,,13.0507297,80.2683718,,,,,,,"phone: +91 44 4592 1300, fax: +91 44 4592 1320, web: www.dfat.gov.au/missions/countries/ioch, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"IRELAND, Dublin","7th Floor, Fitzwilton House, Wilton Terrace, Dublin 2, IRELAND",,,,,,,,,,,,,53.3332872,-6.2508783,,,,,,,"phone: +353 1 664 5300, fax: +353 1 678 5185, web: http://www.ireland.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CROATIA, Zagreb","Kaptol Centar, 3rd Floor, Nova Ves 11, Zagreb 10000, CROATIA",,,,,,,,,,,,,45.8200618,15.9779303,,,,,,,"phone: +385 1 489 1200, fax: +385 1 489 1216, web: croatia.embassy.gov.au, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CHINA, Guangzhou","12th Floor, Development Centre, No. 3 Linjiang Road, Zhujiang New City, Guangzhou 510623, CHINA",,,,,,,,,,,,,23.1206008,113.3283946,,,,,,,"phone: +86 20 3814 0111, fax: +86 20 3814 0112, web: http://www.guangzhou.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CHINA, Shanghai","Level 22, Citic Square, 1168 Nanjing West Road, Shanghai 200041, CHINA",,,,,,,,,,,,,31.22638,121.452433,,,,,,,"phone: +86 21 2215 5200, fax: +86 21 2215 5252, web: http://www.shanghai.china.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"COLUMBIA, Bogota","To be advised once identified, Bogota, COLUMBIA",,,,,,,,,,,,,4.5980556,-74.0758333,,,,,,,"phone: (57 1) 657 8714    , fax: , web: http://www.dfat.gov.au/missions/countries/co.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"CANADA, Ottawa","Suite 710, 50 O'Connor Street, Ottawa Ontario K1P 6L2, CANADA",,,,,,,,,,,,,45.421196,-75.6987537,,,,,,,"phone: +1 613 236 0841, fax: +1 613 236 4376, web: http://www.canada.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CANADA, Toronto","Suite 1100 South Tower, 175 Bloor Street, East, Toronto Ontario M4W 3R8, CANADA",,,,,,,,,,,,,43.6709598,-79.3829059,,,,,,,"phone: +1 416 323 4280, fax: +1 416 323 4295, web: http://www.dfat.gov.au/missions/countries/cato.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Consulate General,Current,"CANADA, Vancouver","Suite 2050, 1075 West Georgia St, Vancouver BC V6E 3C9, CANADA",,,,,,,,,,,,,49.285208,-123.122308,,,,,,,"phone: +1 604 684 1177, fax: +1 604 684 1856, web: http://www.dfat.gov.au/missions/countries/cava.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"CHILE, Santiago","Isidora Goyenechea 3621,12 & 13 Flrs, Las Condes, Santiago de Chile, CHILE",,,,,,,,,,,,,-33.4116667,-70.55,,,,,,,"phone: +56 2 550 3500, fax: +56 2 331 5960, web: http://www.chile.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SOLOMON ISLANDS, Honiara","Cnr Hibiscus Ave & Mud Alley, Honiara, SOLOMON ISLANDS",,,,,,,,,,,,,-9.430384,159.9483229,,,,,,,"phone: +677 21 561, fax: +677 23 691, web: http://www.solomonislands.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SOUTH AFRICA, Pretoria","292 Orient Street, Arcadia, Pretoria 0083, SOUTH AFRICA",,,,,,,,,,,,,-25.7463171,28.2250127,,,,,,,"phone: +27 12 423 6000, fax: +27 12 342 8442, web: http://www.southafrica.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"POLAND, Warsaw","ul. Nowogrodzka 11, Warsaw 00-513, POLAND",,,,,,,,,,,,,52.2298303,21.0176206,,,,,,,"phone: +48 22 5213 444, fax: +48 22 6273 500, web: http://www.australia.pl/wsaw/home.html, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"PORTUGAL, Lisbon","Avenida da Liberdade 200,2nd Floor, Lisbon 1250-147, PORTUGAL",,,,,,,,,,,,,38.721486,-9.1461711,,,,,,,"phone: +351 21310 1500, fax: +351 21310 1555, web: http://www.portugal.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"SERBIA, Belgrade","8th Floor Vladimira Popovica 38-40, New Belgrade 11070, SERBIA",,,,,,,,,,,,,44.807189,20.4349922,,,,,,,"phone: +381 11 3303 400, fax: +381 11 3303 409, web: http://www.serbia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SINGAPORE, Singapore","25 Napier Road, Singapore 258507, SINGAPORE",,,,,,,,,,,,,1.305331,103.819227,,,,,,,"phone: +65 6836 4100, fax: +65 6737 7465, web: www.australia.org.sg, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"SAMOA, Apia","Beach Road, Apia, SAMOA",,,,,,,,,,,,,-13.8327133,-171.7646642,,,,,,,"phone: +685 23 411, fax: +685 23 159, web: http://www.samoa.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"SAUDI ARABIA, Riyadh","Abdullah bin Hozafa Al-Sahmi Avenue, Diplomatic Quarter, Riyadh, SAUDI ARABIA",,,,,,,,,,,,,24.6778267,46.6222727,,,,,,,"phone: +966 11 250 0900, fax: +966 11 250 0902, web: http://www.saudiarabia.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian Embassy,Current,"LAOS, Vientiane","KM4 Thadeua Road, Watnak Village Sisattanak District, Vientiane, LAOS PDR",,,,,,,,,,,,,17.935076,102.617484,,,,,,,"phone: +856 21 353 800, fax: +856 21 353 801, web: http://www.laos.embassy.gov.au/vtan/home.html"
,Overseas,All,,,Australian Embassy,Current,"LEBANON, Beirut","Serail Hill, Downtown Beirut, LEBANON",,,,,,,,,,,,,33.8886289,35.4954794,,,,,,,"phone: +961 1 960 600, fax: +961 1 960 601, web: http://www.lebanon.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"MALAYSIA, Kuala Lumpur","6 Jalan Yap Kwan Seng, Kuala Lumpur 50450, MALAYSIA",,,,,,,,,,,,,3.16223,101.71328,,,,,,,"phone: +60 3 2146 5555, fax: +60 3 2141 5773, web: www.malaysia.highcommission.gov.au, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"MALTA, Malta","Ta'Xbiex Terrace, TA'XBIEX XBX 1034, MALTA",,,,,,,,,,,,,35.9020848,14.4959342,,,,,,,"phone: +356 21338 201, fax: +356 21344 059, web: http://www.malta.embassy.gov.au/, exact latitude/longitude not provided by AEC"
,Overseas,All,,,Australian High Commission,Current,"MAURITIUS, Port Louis","2nd Floor Rogers House, 5 President John Kennedy Street, Port Louis, MAURITIUS",,,,,,,,,,,,,-20.1619906,57.5004751,,,,,,,"phone: +230 202 0160, fax: +230 208 8878, web: http://www.mauritius.embassy.gov.au/, exact latitude/longitude not provided by AEC"
